title,artist,like_cnt,lyrics
call it the end,로제(ROSÉ),163,"We're at a crossroad
And we don't know which way to go 
Part of me lost hope
And part of me just can't let go 

We said we'd cross those bridges when they came 
Now it's time to give it a name
Yeah we're at a crossroad 

So baby let me know 

Do I call you my ex
Or do I call you my boyfriend
Call you a lover, do I call you a friend 
Call you the one or the one that got away 
Someone I'll just have to forget
Do I call you every night you're gone
Or never call you again
Do we have a future
Or should I call it the end 

We were a moment
And you were my only true oasis 
Now all those oceans
Are falling down our faces
So if we don't see it through
I'm a better me because of you 
Yeah we're at a crossroad 

So baby let me know 

Do I call you my ex
Or do I call you my boyfriend
Call you a lover, do I call you a friend 
Call you the one or the one that got away 
Someone I'll just have to forget
Do I call you every night you're gone
Or never call you again
Do we have a future
Or should I call it the end
Should I call it the end 
Are we lovers or friends 
Cause it's as good as it gets 
Should I call it the end"
HERO (From the Film “소방관”),"박효신
											CONNECT 아티스트",334,"어젯밤에 꾸었던 꿈에
나는 너의 노래가 되어
작은 숨소리 그 위를 걷는
가장 예쁜 소리로 사랑을 말했네

빛이 드는 창가에 걸린
바래져 간 그림 속에 난
망토를 입고 하늘을 나는
너의 영웅이 되어 남겨져 있네

영원히
시들지 않을 꽃이 되어
바람이 불면
너의 곁에 흩날리리

햇살 아래 나란히 걷던
우리 집 앞 그 모든 길목에
뒤돌아보면 손을 흔들며
매일로 가는 너를 바라보겠네

영원히
시들지 않을 꽃이 되어
바람이 불면
너의 곁에 흩날리리

햇살 아래 나란히 걷던
우리 집 앞 그 모든 길목에
뒤돌아보면 손을 흔들며
매일로 가는 너를 바라보겠네

I want to be your HERO
I want to be your HERO
I want to be your HERO"
살기 위해서,순순희,336,"원합니다 내가 살기 위해서
내가 이렇게도 가슴이 뛰는 건
그대가 내 마음에 다녀 갔었나 봐
우리 사랑은 또 스쳐가지만
세상에서 가장 그리운 사람
내가 어느새 그대 이름을 불러
원합니다 내가 살기 위해서
그 사랑이 아파도 기다릴게 여기서
사랑이란 멀리 있어도 언젠간 만날 테니까
네가 없으면 죽을 것 같아서 살기 위해서
왜 이유 없이 눈물이 났는지
그렇게 가슴 아파야 했는지
지금 달려가 꼭 말해주고 싶어
원합니다 내가 살기 위해서
그 사랑이 아파도 기다릴게 여기서
사랑이란 멀리 있어도 언젠간 만날 테니까
네가 없으면 죽을 것 같아서 널 사랑해서
두 번 다신 못 보게 될까 봐
연기처럼 네가 사라질까 봐
난 두려워
원합니다 내가 살기 위해서
날 살게 해준 사람 바로 그대입니다
눈물마저 고맙습니다 그대가 준 것이니까
그리움 조차 나는 행복해서
살기 위해서 널 사랑해"
오래된 노래,허각,"1,134","오래전에 함께 듣던 노래가
발걸음을 다시 멈춰 서게 해
이 거리에서 너를 느낄 수 있어
널 이곳에서 꼭 다시 만날 것 같아

너일까 봐 한 번 더 바라보고
너일까 봐 자꾸 돌아보게 돼
어디선가 같은 노래를 듣고
날 생각하며 너 역시 멈춰있을까

오래전에 함께 듣던 노래가
거리에서 내게 우연히 들려온 것처럼
살아가다 한 번쯤 우연히 만날 것 같아
사랑했던 그 모습 그대로

내 사랑이 그대로인 것처럼
발걸음이 여길 찾는 것처럼
꼭 만날 거야 지금 이 노래처럼
날 사랑하는 네 맘도 같을 테니까

오래전에 함께 듣던 노래가
거리에서 내게 우연히 들려온 것처럼
살아가다 한 번쯤 우연히 만날 것 같아
사랑했던 그 모습 그대로

운명처럼 아니면 우연처럼
우리가 다시 예전처럼 만날 수 있다면
너에게 나 해주고 싶은 말이 하나 있어
널 다시는 놓치지 않을게

오래전에 함께 듣던 노래가
거리에서 내게 우연히 들려온 것처럼
살아가다 한 번쯤 우연히 만날 것 같아
사랑했던 그 모습 그대로

살아가다 한 번쯤 우연히 만날 것 같아
사랑했던 그 모습 그대로"
어른,Sondia,"16,255","고단한 하루 끝에 떨구는 눈물
난 어디를 향해 가는 걸까
아플 만큼 아팠다 생각했는데
아직도 한참 남은 건가 봐
이 넓은 세상에 혼자인 것처럼
아무도 내 맘을 보려 하지 않고
아무도
눈을 감아 보면
내게 보이는 내 모습
지치지 말고
잠시 멈추라고
갤 것 같지 않던
짙은 나의 어둠은
나를 버리면
모두 갤 거라고
웃는 사람들 틈에 이방인처럼
혼자만 모든 걸 잃은 표정
정신없이 한참을 뛰었던 걸까
이제는 너무 멀어진 꿈들
이 오랜 슬픔이 그치기는 할까
언젠가 한 번쯤 따스한 햇살이 내릴까
나는 내가 되고
별은 영원히 빛나고
잠들지 않는
꿈을 꾸고 있어
바보 같은 나는
내가 될 수 없단 걸
눈을 뜨고야
그걸 알게 됐죠
나는 내가 되고
별은 영원히 빛나고
잠들지 않는
꿈을 꾸고 있어
바보 같은 나는
내가 될 수 없단 걸
눈을 뜨고야
그걸 알게 됐죠
어떤 날 어떤 시간 어떤 곳에서
나의 작은 세상은 웃어줄까"
가까운 듯 먼 그대여,카더가든,"4,249","저 달빛에 그려지는
그대의 미소를 간직해
그을진 저 노을 속에
그대 얼굴이 떠올라
또 찬바람이 불어와
그대의 맘을 뒤흔들면
포근한 저 바람 되어
안아줄게 그댈
그대는 밤하늘에 놓인
작은 별 같아요 매일
밤마다 나를 찾아와
나의 맘을 흔들어 놓는
가까운 듯 먼 그대여
그댈 또 그려보네
밤하늘 별들이 되어
밤하늘에 놓인 별들
그대의 모습과 같아서
홀로 그댈 생각하며
오늘도 늦은 잠 이뤄요
그대는 밤하늘에 놓인
작은 별 같아요 매일
밤마다 나를 찾아와
나의 맘을 흔들어 놓는
가까운 듯 먼 그대여
그댈 또 그려보네
밤하늘 별들이 되어
매일 꿈속에서도 준비한 말들을
이젠 해야 할 것 같은데
말처럼 되질 않아 오늘도
그대는 밤하늘에 놓인
작은 별 같아요 매일
밤마다 나를 찾아와
나의 맘을 흔들어 놓네"
아무렇지 않게,DK(디셈버),55,"모두 잠이 든 새벽 난 너를 또 생각해
혹시라도 네가 돌아올까 봐
눈이 부셨던 너의 얼굴 그 목소리
습관처럼 너를 기다려

행복하게 사랑할 수가 없었어
메말라가는 너를 나는 몰랐어
너를 다신 볼 수 없다는 걸 이미 알고 있지만
네가 없이 난 살 수 없어

아무렇지 않게 돌아와 줄 순 없을까
아무 일 없던 듯 널 보고 싶어
가슴 깊은 곳에 쌓아둔 그리움 모두 흘려보내고
웃으며 다시 내게로 돌아와

아무렇지 않게 다시 사랑하고 싶어
오늘도 여전히 추억에 살아 네가 없이
셀 수 없는 많은 밤들 모두 지나고 나면
아무렇지 않게 안녕

행복하게 사랑할 수가 없었어
메말라가는 너를 나는 몰랐어
돌이킬 수 없는 우리 사랑 이미 알고 있지만
네가 없이 난 살 수 없어

아무렇지 않게 돌아와 줄 순 없을까
아무 일 없던 듯 널 보고 싶어
가슴 깊은 곳에 쌓아둔 그리움 모두 흘려보내고
아무렇지 않게 안녕

지나치는 바람에도 네 생각에
눈물이 쏟아질 것 같아
그대

차라리 처음부터 널 몰랐던 나였다면
아무 일 없던 듯 살 수가 있게
가슴속에 묻어둔 추억들 모두 흘려버리고 나면
웃으며 다시 내게로 돌아와

아무렇지 않은 듯 다시 사랑하고 싶어
오늘도 여전히 네 안에 살아 네가 없이
셀 수 없는 많은 밤들 모두 지나고 나면
아무렇지 않게 안녕

안녕"
그대가 내 안에 박혔다(그녀 ver.),지아,57,"한참을 아래를 보고 걸어 갔어
내 지난 사랑은 고개 들 힘마저 가져갔어
사랑이 있다는 말 더 못 믿어서
혼자서 혼자를 연습  했어

그렇게 매일 매일 그저 그런 하루를 보내던
그러던 어느 날에 문득 내게로 와

그대가 내 안에 박혔다
그대가 내 맘을 녹였다 그대가
사랑을 몰랐던 내가
그대로 배워가고 있다

겨울 같은 시간이 와도
꽃을 피우고 있다
그대의 품 그곳에 봄이 있다
이젠

그렇게 매일 매일 그저 그런 하루를 보내던
그러던 어느 날에 문득 내게로 와

그대가 내 안에 박혔다
그대가 내 맘을 녹였다 그대가
사랑을 몰랐던 내가
그대로 배워가고 있다

겨울 같은 시간이 와도
꽃을 피우고 있다
그대의 품 그곳에 봄이 있다
이젠

한없이 춥기만 했던 어둡던 나의 마음은
그대란 해를 끌어안았다
때론 내 마음이 빛을 잃어도 다시 어둠이 와도
그대를 향해 걷겠다 해를 따라 가겠다 그래 난

그대가 내 안에 박혔다
그대가 내 맘을 녹였다 그대가
사랑을 몰랐던 내가
그대로 배워가고 있다
겨울 같은 시간이 와도
꽃을 피우고 있다
그대의 품 그곳에 봄이 있다
이젠"
눈이 오잖아(Feat.헤이즈),이무진,"4,162","한 달 좀 덜 된 기억들
주머니에 넣은 채
걷고 있어 몇 시간을
혹시 몰라 네가 좋아했던
코트를 입은 채
나온 번화가 그때 마침
찬바람 막아줄
네가 이젠 없으니까
추울 때 따스히
안아줄 이가 없으니까
친구들이 불러도
나갈 수 없어 난
창문 너머
그저 바라봐 그때 마침
눈이 오잖아
우리 처음 만난 그 밤에도
한참 동안 눈이 왔잖아
지금 내가 생각나지
않을 리가 없잖아
눈이 오잖아
그때 내가 밤하늘 내린
하얀 눈 예쁘다 했잖아
그랬잖아
지금 눈이 오잖아
Uh 눈이 오잖아
이 말 핑계인 걸 알지만
생각에 잠기곤 해
거릴 거니는 내
곁에 아무도 없을 때
더 크게 들리네
Oh 눈 내리는 소리
이제 인정하자
수많은 끝도 끝났어
찬란한 그때의
우린 이젠 없으니까
돌아온 계절
남아있는 건 없으니까
추억을 지우는 게
내 이별의 숙제
창문 너머
그저 바라봐 그때 마침
눈이 오잖아
우리 처음 만난 그 밤에도
한참 동안 눈이 왔잖아
지금 내가 생각나지
않을 리가 없잖아
눈이 오잖아
그때 내가 밤하늘 내린
하얀 눈 예쁘다 했잖아
그랬잖아
지금 눈이 오잖아
마지막 안녕이 남은 거리에서 혼자
너와의 약속들을 되뇌었어
함께여야 할 너 없는 이 겨울의
첫눈이 오잖아
눈이 오지만
우리 처음 만난 그 밤에도
내렸던 그 눈이 오지만
주머니 속 챙겨 나온 기억
버려야만 해
눈이 오지만
우린 이대로의 모습으로
남아있는 게 맞지만
그래도
지금
그 눈이 오잖아"
그녀가 웃잖아,LUCY,203,"그래 그렇게 제발 좀 웃어봐
웃는 여자 중엔 네가 젤 예쁜걸
내 말 앞에 손사래 쳐도
좋은 듯 행복한 듯 웃는 네가
나의 삶에 햇살이잖니

밤새도 눈 빨개져도 난 좋았어
너를 웃게 해 줄 생각에 들떠서
혹시 중간에 끊길까 봐
재미있는 얘길 달달 외고
준비한 게 탄로 날까 연습도 했었지

널 떠난 사람 잊을 수 있다면
널 울린 사람 걷어 낼 수 있다면
광대라도 좋아 바보가 된다 해도
너만 기쁘면 그보다 더한 것도 난

누군가 내게 네 사랑과 행복 중
하나만 고르라면 택하라면
한 치 망설임도 없이
언제나 난 네 행복이고 싶어
네가 나를 사랑하지 않는다 해도
내가 널 사랑하니까 남자니까
우는 건 아픈 건 내가 할게
넌 웃어줘

가끔 날 보며 웃는 널 보면서
나를 사랑한단 착각을 하나 봐
아니, 지금은 아니라도
나를 사랑해라 사랑해라 
가슴으로 너를 향해 주문도 거나 봐

그 꿈에서 또 깨면 쓸쓸해도
널 볼수록 더 가슴이 미어져도
뒤돌아서 눈물 삼키고 삼켜내도
너를 몰랐던 그날들보다 괜찮아 

널 위해 할 수 있는 게 참 없잖니
사랑을 받는 일도 하는 일도
그게 나를 또 얼마나
미치게 하는 건지 네가 알까
끝내 몰라도 돼 부탁 하나만 할게
널 웃게 만드는 일만 허락해 줘
우는 건 아픈 건 내가 할게
넌 웃어줘"
그랬나봐,유회승 (엔플라잉),"1,094","많은 친구 모인 밤 그 속에서 늘 있던 자리에
니가 가끔 보이질 않을 때
내가 좋아했던 너의 향길 맡으며
혹시 니가 아닐까 고갤 돌려 널 찾을 때
우연히 너의 동넬 지나갈때면
어느새 니 얼굴 자꾸 떠오를 때
그랬나봐 나 널 좋아하나봐
하루하루 니 생각만 나는걸
널 보고 싶다고 잘할 수 있다고
용기내 전활걸고 싶었는데
그게 잘 안돼 바보처럼
우연히 너의 메일을 알게되면서
모니터 앞에 널 밤새 기다릴때
그랬나봐 나 널 좋아하나봐
하루하루 니 생각만 나는걸
널 보고 싶다고 잘할 수 있다고
용기내 전활걸고 싶었는데 그게 잘 안돼
말하지 못한 막막함을 너는 알고 있을까
오랫동안 기다려온 사랑 내 앞에 숨쉬고 있는걸
그랬나봐 나 널 좋아하나봐
하루하루 니 생각만 나는걸
널 보고 싶다고 잘할 수 있다고
용기내 전활걸고 싶었는데 그게 잘 안돼
넌 언제나 나를 꿈꾸게 하지
지금보다 더 좋은 남자 되고 싶다고
널 만나러 가는 이 시간 난 연습해
그토록 오랜시간 가슴속에 숨겨왔던 말
사랑해"
다정히 내 이름을 부르면,경서예지,"6,930","끝없이 별빛이 내리던 밤
기분 좋은 바람이
두 뺨을 스치고
새벽 바다 한곳을 보는
아름다운 너와 나
그림을 그려갔어
모래 위 떨린 손끝으로
날 향해 웃어주는 입술
끝 모양과 저 달보다
사랑스러운 두 눈을 가진 네가
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 거 같아
하늘 아래 너와 나
남은 내 모든 날을 너에게
다 줘도 안 아까워
이제서야 내가
사랑에 눈을 뜬 건 가봐
경험하지 못했고
믿기지 않는 일만
일어나고 있는 거 아니
5월에 피는 봄꽃 처럼
내 사랑도 피어나
부는 바람에 살며시 실어 보내
다정히 내 이름을
부르면 내 마음이
녹아내려 언제나
나 하날 위해 준비된
선물 같아 널 안으면
잠들지 않는 바다 위를
너와 함께 걷는 거 같아
하늘 아래 너와 나
설레는 지금이
꿈이 아닌 걸 알잖아
난 더 바랄 게 없어
먼 훗날 내 생애
아주 작은 소리로
귓가에 말할 거야
내 곁에 머물러줘서
마음 다해 고맙다고
어떤 말로도 표현 못 할
내 인생의 전부였다고
이 순간  너를 꼭 안고
고백할게 언제나
우리 모든 날들과
별빛 아래 우리 그림자
제일로 특별하다고
길고 긴 겨울 끝을 지나
너의 앞에 서있는 지금
선명한 목소리로
널 사랑한다고
말할게"
꿈,태연 (TAEYEON),"1,491","화려한 도시를
그리며 찾아왔네
그곳은 춥고도 험한 곳
여기저기 헤매다
초라한 문턱에서
뜨거운 눈물을 먹는다

머나먼 길을 찾아 여기에
꿈을 찾아 여기에
괴롭고도 험한 이 길을 왔는데
이 세상 어디가 숲인지
어디가 늪인지
그 누구도 말을 않네

사람들은 저마다
고향을 찾아가네
나는 지금 홀로 남아서
빌딩 속을 헤매다
초라한 골목에서
뜨거운 눈물을 먹는다

저기 저 별은 나의 마음 알까
나의 꿈을 알까
괴로울 땐 슬픈 노래를 부른다
슬퍼질 땐 차라리 나 홀로
눈을 감고 싶어
고향의 향기 들으면서

저기 저 별은 나의 마음 알까
나의 꿈을 알까
괴로울 땐 슬픈 노래를 부른다
이 세상 어디가 숲인지
어디가 늪인지
그 누구도 말을 않네

슬퍼질 땐 차라리 나 홀로
눈을 감고 싶어
고향의 향기 들으면서
고향의 향기 들으면서"
우리가 헤어져야 했던 이유,비비(BIBI),"3,742","Maybe If I Woke up in the morning
Hearing your voice
Maybe If I was with you
어쩌면 우리 어려웠던 날들
함께 보냈었다면
혹시 우린 어땠을까
The distance between you and me
It never seems to disappear
얼어붙은 나의 말들과 너
만약에 우리 우연히
다시 또 만난다면
만약에 내가 널 위해
조금 달라진다면
우리가 헤어져야만 했던 이유도
I would try try try
안아줄 수 있을까
조금은 다른
기억의 조각들
하지만 꼭 닮은
그리움의 마음들은
Only if you
If you come
The distance between you and me
It never seems to disappear
멈춰버린 우리 추억과 너
만약에 우리 우연히
다시 또 만난다면
만약에 내가 널 위해
조금 달라진다면
우리가 헤어져야만 했던 이유도
I would try try try
안아줄 수 있을까
눈을 뜨면 혹시 니가 서 있을까
어느 날 상상도 했어
한 번도 내게 해주지 않았던 말
그저 너니까 좋은 거라고 oh
Tell me whenever
I'll be wherever you are
Only if you come"
나였으면,HYNN(박혜원),277,"늘 바라만 보네요
하루가 지나가고
또 하루가 지나도
그대 숨소리 그대 웃음소리
아직도 나를 흔들죠

또 눈물이 흐르죠
아픈 내 맘 모른 채
그댄 웃고 있네요
바보 같은 나 철없는 못난 나를
한 번쯤 그대 돌아봐 줄 수 없는지

알고 있죠 내 바램들을
그대에겐 아무런 의미 없단 걸

나였으면 
그대 사랑하는 사람
나였으면 
수없이 많은 날을 나 기도해왔죠

푸르른 나무처럼
말없이 빛난 별처럼
또 바라만 보고 있는 나를
그댄 알고 있나요

늘 나 오늘까지만
혼자 연습해왔던 사랑의 고백들도
슬픈 뒷모습 그저 오늘까지만
이런 내 맘을 모른 채 살아갈 테죠

기다림이 잊혀짐보다
쉽다는 걸 슬프게 잘 알고 있죠

나였으면 
그대 사랑하는 사람
나였으면 
수없이 많은 날을 나 기도해왔죠

푸르른 나무처럼
말없이 빛난 별처럼
또 바라만 보고 있는 나를
그댄 알고 있나요

묻고 싶죠 
그댄 잘 지내는 가요
함께하는 
그 사람이 그대에게 잘해주나요

바보 같은 걱정도
부질없단 걸 알지만
눈물 없이 꼭 한번은 말하고 싶었죠
사랑한다고"
그리고 봄,포레스텔라(Forestella),"1,349","찬 어둠 위로
흐르는 새벽빛
얼어붙은 맘을 달래주는
여린 봄의 소리
겨울을 감싸안은
포근한 너의 향기
서롤 마주하던 미소가
나를 물들게 해
한 걸음 힘겨웠었지
매일 밤 꿈꾸던 시간들
지나온 계절이 머금은 우리의 추억
아련히 꺼내본다
우리의 꿈은
아직은 멀다 해도
긴 밤이 찾아와도
매일 숨 쉬고 버티며 내일을 기대하며 살아가
하나 된 믿음
아득히 먼 훗날에
그날이 온다면
너에게 말할게
나에게 한없이 커다란 행복이었다고 말야
풀잎에 새겨놓은
지나온 우리 얘기
함께 걸어온 이 길이
내 맘을 설레게 해
때로는 방황했었지
숨가삐 살아온 시간들
바람에 들려온 그날의 눈부신 추억
너에게 전해본다
우리의 꿈은
아직은 멀다 해도
긴 밤이 찾아와도
매일 숨 쉬고 버티며 내일을 기대하며 살아가
하나 된 믿음
아득히 먼 훗날에
그날이 온다면
너에게 말할게
나에게 한없이 커다란 행복이었다고 말야
얼어붙은 시련의 눈물이
따스한 바람 햇살에 적실 때
푸른색 빛으로 세상을 물들게 해
우리의 꿈은
아직은 멀다 해도
긴 밤이 찾아와도
매일 숨 쉬고 버티며 내일을 기대하며 살아가
이 길의 끝에
아득히 먼 훗날에
그날이 온다면
너에게 말할게
나에게 한없이 커다란 행복이었다고
말야"
눈사람,정승환,"18,282","멀리 배웅하던 길
여전히 나는 그곳에 서서
그대가 사랑한
이 계절의 오고 감을 봅니다
아무 노력 말아요
버거울 땐 언제든
나의 이름을 잊어요
꽃잎이 번지면
당신께도 새로운 봄이 오겠죠
시간이 걸려도
그대 반드시 행복해지세요
그다음 말은 이젠
내가 해줄 수 없어서
마음속에만 둘게요
꽃잎이 번지면
그럼에도 새로운 봄이 오겠죠
한참이 걸려도
그대 반드시 행복해지세요
끝눈이 와요
혹시 그대 보고 있나요
슬퍼지도록 시리던
우리의 그 계절이 가요
마지막으로 날
떠올려 준다면 안 되나요
다시 한 번 더 같은 마음이고 싶어
우릴 보내기 전에
몹시 사랑한 날들
영원히 나는 이 자리에서"
"잘 지내자, 우리 (여름날 우리 X 로이킴)",로이킴,"2,077","마음을 다 보여줬던 너와는 다르게
지난 사랑에 겁을 잔뜩 먹은
나는 뒷걸음질만 쳤다
너는 다가오려 했지만
분명 언젠가 떠나갈 것이라 생각해
도망치기만 했다
같이 구름 걸터앉은 나무 바라보며
잔디밭에 누워
한 쪽 귀로만 듣던 달콤한 노래들이
쓰디쓴 아픔이 되어
다시 돌아올 것만 같아
분명 언젠가 다시 스칠 날 있겠지만
모른 척 지나가겠지
최선을 다한 넌 받아들이겠지만
서툴렀던 난
아직도 기적을 꿈꾼다
눈 마주치며 그땐 미안했었다고
용서해달라고 얘기하는 날
그때까지 잘 지내자 우리 우리
지금 생각해보면 그까짓 두려움
내가 바보 같았지 하며
솔직해질 자신 있으니
돌아오기만 하면 좋겠다
분명 언젠가 다시 스칠 날 있겠지만
모른 척 지나가겠지
최선을 다한 넌 받아들이겠지만
서툴렀던 난
아직도 기적을 꿈꾼다
눈 마주치며 그땐 미안했었다고
용서해달라고 얘기하는 날
그때까지 잘 지내자 우리 우리
눈 마주치며 그땐 미안했다고
용서해달라고 이야기 하는 날
그때까지
잘 지내자
우리"
봄눈,10CM,"1,059","가려진 오랜 시간이
우리를 다시 불러와
어느 곳에 있어도
그 끝은 항상 너인걸
Cause I'm falling slowly love with you
오랫동안 기다려온
너는 봄이야
Cause I'm falling slowly love with you
다시 지워진다 해도
All my life is you
너라는 이야기 속에
다시 또 꿈을 꾸는 나
어떤 순간이 와도
난 너를 찾아 갈거야
Cause I'm falling slowly love with you
오랫동안 기다려온
너는 봄이야
Cause I'm falling slowly love with you
다시 지워진다 해도
All my life is you
꽃잎 날리던 하얀 길위에
행복했던 너와 나
다시 만날 수 있다면
Cause I'm falling slowly love with you
오랫동안 기다려온
너는 봄이야
Cause I'm falling slowly love with you
다시 지워진다 해도
All my life is you"
LAST DANCE,BIGBANG (빅뱅),"12,733","영원할 줄 알았던 사랑도 저물고
이젠 그 흔한 친구마저 떠나가네요
나이가 들어서 나
어른이 되나 봐요
왜 이렇게 불안할까

사람들은 오늘도 과거에 머물고
세상은 나 없이도 잘 돌아가네요
아직은 어려서 나
철이 안 드나 봐요
왜 이렇게 바보 같을까

아무것도 없이 그저 행복해하던 때가
엊그제 같은데 그래 너무 멀리 와버렸어 난 
기억이 안 나
모든 게 처음이라 서툴고 설레이기만 해
그 시절 기억들이 아직도 꿈만 같은데 난 
지금 어디로 가는지

나는 이 노랠 부르며 너에게 돌아갈 거야
아름다웠던 그댈 다시 볼 수 있다면
너와 이 노랠 들으며 마지막 춤을 출 거야
이 순간을 기억해 언제까지라도 
(Just one last dance)

희미한 불빛이 되어 별들 사이로
너 또한 이 별이 되어 손짓하네요
혼자가 되어서 나
외로워 보이나요
왜 이렇게 눈물이 날까

아무것도 없이 그저 행복해하던 때가
엊그제 같은데 그래 너무 멀리 와버렸어 난 
기억이 안 나
모든 게 처음이라 서툴고 설레이기만 해
그 시절 기억들이 아직도 꿈만 같은데 난 
지금 어디에 있는지

나는 이 노랠 부르며 너에게 돌아갈 거야
아름다웠던 그댈 다시 볼 수 있다면
너와 이 노랠 들으며 마지막 춤을 출 거야
이 순간을 기억해 언제까지라도 
(Just one last dance)

음악은 계속해서 흐르고 
여기 너를 기다리고 있는 나에게 기회를 줘
제발 단 한 번만 
부디 약속할게 
그리 길지는 않을 테니

나는 이 노랠 부르며
나는 이 노랠 부르며 너에게 돌아갈 거야
아름다웠던 그댈 다시 볼 수 있다면
너와 이 노랠 들으며 마지막 춤을 출 거야
이 순간을 기억해 언제까지라도 
(Just one last dance)

너와 손을 잡고 춤을 추던 어젯밤
찬란히 빛이 나는 아름다운 One last smile
빨주노초 알 수 없던 황홀경
내가 보고 느끼던 세상과는 안 어울려

너와 손을 잡고 춤을 추던 어젯밤
찬란히 빛이 나는 아름다운 One last smile
빨주노초 알 수 없던 황홀경
내가 보고 느끼던 세상과는 안 어울려"
희재,성시경,"198,401","햇살은 우릴 위해 내리고 바람도 서롤 감싸게 했죠 
우리 웃음속에 계절은 오고 또 갔죠 
바람에 흔들리는 머리결 내게 불어오는 그대향기 
예쁜 두눈도 웃음소리도 모두가 내것이었죠 

이런 사랑 이런 행복 쉽다 했었죠 
이런 웃음 이런 축복 내게 쉽게 올리 없죠 
눈물조차 울음조차 닦지 못한 나 
정말로 울면 내가 그댈 보내준 것 같아서 

그대 떠나가는 그 순간도 나를 걱정 했었나요 
무엇도 해줄 수 없는 내 맘 앞에서 
그댄 나를 떠나간다 해도 난 그댈 보낸적 없죠 
여전히 그댄 나를 살게하는 이유일테니 

이런사랑 이런행복 쉽다 했었죠 
이런 웃음 이런 축복 내게 쉽게 올리 없죠 
눈물조차 울음조차 닦지 못한 나 
정말로 울면 내가 그댈 보내준 것 같아서 

그대 떠나가는 그 순간도 나를 걱정 했었나요 
무엇도 해줄 수 없는 내 맘 앞에서 
그댄 나를 떠나간다 해도 난 그댈 보낸적 없죠 
기다림으로 다시 시작일테니 

얼마나 사랑했는지 얼마나 더욱 사랑했는지 
그대여 한순간조차 잊지말아요(잊지말아요) 
거기 떠나간 그 곳에서 날 기억하며 기다려요 
(날 기억해줘요) 

한없이 그대에게 다가가는 나일테니"
yours,데이먼스 이어(Damons year),"6,364","내가 손을 잡을게
너는 힘을 빼도 돼
그저 복사꽃 핀 거릴 걷자
너의 마음이 녹아
우리 밤을 합치면
무너진 달을 세워놓자
가끔 너의 모습은
봄날의 낮과 밤 같아
따스하다가도 차갑곤 해
또 넌 맑은 하늘에
내리는 소나기 같아
넌 대체 내게 뭐를 원해
그대여 난
솔직히 좀 싫어
그대는 내가 없더라도
아무렇지 않은 게
넌
나의 모든 하루를 바꿔
난 그렇게 또
두 눈을 감고 마네
그대여 난
솔직히 좀 싫어
그대는 내가 없더라도
아무렇지 않은 게
넌
나의 모든 하루를 바꿔
난 그렇게 또
두 눈을 감고 마네"
별 떨어진다 (I Do),도경수(D.O.),"2,247","밝은 빛은 별 뿐인
고요한 오늘 밤
잔잔한 풀벌레 소린
멋진 노랫말
내 어깨 위로
살짝 기대진 너의 온긴
맘을 괜히 들뜨게 해
설렘 끝에 번지는 기대감

소원 빌래? 별 떨어진다
잠깐이라 또 놓쳤지만
금방 더 떨어지겠지
밤이 끝날 때까지
원하는 게 딱 하난데 난
내 소원 듣게 되면 I do I do
웃으며 대답해 줘 I do I do

둘이 아닌
우린 어떤 모습일까
꼭 하나인 것 같이
서로를 잘 알아
수없이 많은 기억들이
똑같을 너와 나
상상만 했는데
다 이뤄진 것 같아

넌 아무거나 마구 빌어도 돼
내가 전부 듣고 이뤄줄게
저 별을 갖고 싶다
말하면 따다 줄게
맘으로만 혼자 빌어도 돼
말해줄 때까지 기다릴게
네 마음이 눈에 보였음 해
하늘에 저 별들처럼

소원 빌래? 별 떨어진다
(네 옆으로)
잠깐이라 또 놓쳤지만
금방 더 떨어지겠지
밤이 끝날 때까지
원하는 게 딱 하난데 난
내 소원 듣게 되면 I do I do
웃으며 대답해 줘 I do I do

너만 좋다면 좋아
그게 뭐라도
네가 간다면 따라가
어딜 간대도
오랜 시간 흘러가도
함께 있으면 좋겠어
너는 나 난 네 옆에서

소원 빌래? 별 떨어진다
(다시 네게 온다)
잠깐이라 또 놓쳤지만
(널 보느라 놓쳤지)
이젠 뭐 상관없겠지
이미 눈치챘으니
원하는 건 너 하나뿐야
(너뿐이야)
영원히 함께해 줘 I do I do
웃으며 대답해 줘 I do I do
I do I do"
