title,artist,like_cnt,lyrics
BILLIE EILISH.,Armani White,901,Bitch Im stylish Glock tucked big t shirt Billie Eilish Watch on my wrist but I want that in diamonds Niggas talkin crazy when I pull up its silent Mile high run that shit back bitch Im stylish Glock tucked big t shirt Billie Eilish Watch on my wrist but I want that in diamonds Niggas talkin crazy when I pull up its silent Mile high fuck a first class Im the pilot Put it in perspective Bitch I got everything I wanted and some extra I am not the type for turning into a detective Got two of my own phones Barely even check em Uber Eats the food I dont call I just text it Cashed out on bail my lil bitch got arrested Flexed out my Lexus No backseats and no besties I checked it no guest list so dont text me Ayy two pistols thirties in the clip These akimbos Open hand smack him in his mitt bitch Im Kimbo You be throwing cash in the strip My lil bitch suckin dick for the free I got a bitch but a bitch aint got me I know she trip when I dip so I creep These bitches pillow Talkin bout me like Im sleep But she aint know this Gen3 was In my motherfucking tee Bitch Im stylish Glock tucked big t shirt Billie Eilish Propped up fucking it from the back On an island Heard they talkin crazy bout my name Now its silent Mile high run that shit back Bitch Im stylish Glock tucked big t shirt Billie Eilish Watch on my wrist but I want that in diamonds Niggas talkin crazy when I pull up its silent Mile high run that shit back bitch Im stylish Glock tucked big t shirt Billie Eilish Watch on my wrist but I want that in diamonds Niggas talkin crazy when I pull up its silent Mile high fuck a first class Im the pilot Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
What It Is (Block Boy) (feat. Kodak Black),Doechii,648,What it is ho Whats up Every good girl needs a little thug Every block boy needs a little love If you put it down Ima pick it up up up Cant you just see its just me and you Panoramic view thats my point of view bae All about me thats the energy Thats that lemon pepper wing Im a ten piece baby Bathroom bully in the bando He gon make it flip do it with no handles Never switchin sides only switchin angles Ooh he go crazy like Rambo What it is ho What it is Whats up Whats up Every good girl needs a little thug Thug Every block boy needs a little love Love If you put it down Ima pick it up up Ayy up Ayy What it is ho What it is Whats up Whats up Every good girl needs a little thug Thug Every block boy needs a little love Love If you put it down Ima pick it up up Ayy up Ayy Hit em up hit em up In the truck got it tucked He gave it up pocket stuck All night I like You aint gotta say it when you know its on sight She got everything you want in her A nice body ass fat Behind every gangster A shawty solid that got his back He know who to come to every time the world Handlin him bad The way he call first But still he always put her last Always put her last yeah Im pourin out this glass Im out here fightin off that gas Off that gas yeah I smoke opps I kill em That zaza pack kickin my ass Kickin my ass yeah In the studio dosin Im rockin kick before we sleep I hate that for you niggas aint got no bread Tryna beef Bein black in America Is the hardest thing to be Baby tell me yeah And a thug need a lil love too Baby how bout me Told her Dont call me Lil steeve Cause I smell like money I put it down the greatest babe But hold this here for me I took her from her nigga We vibin til we side the country Said she had a lil situation But I could tell it aint bout nothin I mean Im rappin bitch She said dont hush me I said dont rush me And I could tell how much she like a nigga By the way she suck me Ho what it is What it is ho What it is Whats up Whats up Every good girl needs a little thug Thug Every block boy needs a little love Love If you put it down Ima pick it up up Ayy up Ayy What it is ho What it is Whats up Whats up Every good girl needs a little thug Thug Every block boy needs a little love Love If you put it down Ima pick it up up Ayy up Ayy I dont care if he run the streets Long as he comin home to me I love the way you walk and the way you speak He gon keep it real thats the deal Thats the reason that I speed down down Down down down down I put that all on my name All on my name Yeah thats an even exchange Tell me what it is Stay on your deal we gon tell em We gon tell em what babe What it is ho What it is whats up Every good girl needs a little thug Needs a little thug Every block boy needs a little love Needs a little love yeah If you put it down Ima pick it up up up What it is ho Whats up Every good girl needs a little thug Needs a little love Every block boy needs a little love Needs a little love thug If you put it down Ima pick it up up Ayy up Ayy Back it up and do and do it like that Yeah What it is Whats up Back it up and do it like that yeah Ho Back it up back it and do it like that yeah Back it up gon and do it like that yeah Woo Hey what it is Hey whats up J White Did It Yup yup More is on the way Yup yup yeah We need a lil love You know what I mean Yeah ayy ayy woo Ride out woah Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
[19금] Black Skinhead,Kanye West(카니예 웨스트),"1,216",청소년 보호법에 따라 19세 미만의 청소년이 이용할 수 없습니다 성인 인증 후 이용해 주세요 연 1회 성인 인증 하기
Gold Digger (feat. Jamie Foxx),Kanye West(카니예 웨스트),"5,608",She take my money when Im in need Yea shes a trifflin friend indeed Oh shes a gold digga way over town That digs on me  She takes my money Now I aint sayin she a gold digger  When Im Need But she aint messin wit no broke niggaz She takes my money Now I aint sayin she a gold digger When Im need but she aint messin wit no broke niggaz  get down girl gone head get down I gotta leave get down girl gone head get down I gotta leave get down girl gone head get down I gotta leave get down girl gone head  Cutie the bomb Met her at a beauty salon With a baby louis vuitton  Under her underarm She said I can tell you ROC I can tell by ya charm Far as girls you got a flock  I can tell by ya charm and ya arm but Im lookin for the one have you seen her  My psychic told me she have a ass like Serena Trina Jennifer Lopez four kids An i gotta take all they bad ass to showbiz Ok get ya kids  But then they got their friends I Pulled up in the Benz they all got up In We all went to Den and then I had to pay If you fuckin with this girl then you betta be payed  You know why It take too much to touch her From what I heard she got a baby by Busta My best friend say she use to fuck wit Usher I dont care what none of yall say I still love her  She takes my money Now I aint sayin she a gold digger  When Im Need But she aint messin wit no broke niggaz She takes my money Now I aint sayin she a gold digger  When Im need but she aint messin wit no broke niggaz  get down girl gone head get down I gotta leave get down girl gone head get down I gotta leave get down girl gone head get down I gotta leave get down girl gone head  18 years 18 years She got one of yo kids got you for 18 years I know somebody payin child support for one of his kids His baby mommas car and crib is bigger than his You will see him on TV Any Given Sunday Win the Superbowl and drive off in a Hyundai  She was spose to buy ya shorty TYCO with ya money She went to the doctor got lypo with ya money She walkin around lookin like Michael with ya money Should of got that insured got GEICO for ya moneeey  If you aint no punk holla We Want Prenup WE WANT PRENUP Yeaah Its something that you need to have Cause when she leave yo ass  She gone leave with half 18 years 18 years And on her 18th birthday he found out it wasnt his  Now I aint sayin she a gold digger  When Im Need But she aint messin wit no broke niggaz She takes my money Now I aint sayin she a gold digger  When Im need but she aint messin wit no broke niggaz  get down girl gone head get down I gotta leave get down girl gone head get down I gotta leave get down girl gone head get down I gotta leave get down girl gone head  Now I aint sayin you a gold digger  You got needs You dont want ya dude to smoke  But he cant buy weed You got out to eat and he cant pay yall cant leave Theres dishes in the back  he gotta roll up his sleeves  But why yall washin watch him He gone make it into a Benz out of that Datson He got that ambition baby look in his eyes This week he moppin floorz next week its the fries so stick by his side I know his dudes ballin but yea thats nice And they gone keep callin and tryin But you stay right girl  But when you get on  He leave yo a for a white girl  Get down girl gone head get down Get down girl gone head get down get down girl gone head get down get down girl gone head lemme hear dat bak pump12000 님이 등록해 주신 가사입니다 가사 오류 제보
"Psycho, Pt. 2",RUSS(러스),"2,598",She got me going psycho She got me going down Down down Got me living on a tightrope She got me going down Down down She got me going psycho She got me going down Down down Got me living on a tightrope She got me going down Down down Oh no you lie I want to so I Might call you tonight if I do pick up I got some gin in me A hundred bands on me Im feelin myself yeah I might say too much She got me going psycho She got me going down Down down Got me living on a tightrope She got me going down Down down She got me going psycho She got me going down Down down Got me living on a tightrope She got me going down Down down I dont know you But I know that you special Fuck a verse fuck a hook Ill use the whole instrumental Just to reiterate the commitment I have to explore Like would you ride it like a horse Like my last name is lauren Im only interested Baby Im infatuated You been held back Ill get you to graduation Help you with your cash Stay you clear of tax evasion Death grip on your ass I call that assassination Im getting carried away Lets get married today fuck Here I go again like whitesnake Back in the day Im crazy and you crazy too But I love that shit Youre bad and youre broken too But I love that shit Just be open to the possibility of Me and you Thats all I ask Ive had the hoes Ive got the cash now I want you Just be open to the possibility of Me and you Thats all I ask Ive had the hoes Ive got the cash She got me going psycho She got me going down Down down Got me living on a tightrope She got me going down Down down She got me going psycho She got me going down Down down Got me living on a tightrope She got me going down Down down She got me going psycho Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
Sunset,Tai Verdes,381,Just let em know Just let em know Yeah just let em know uh I wish I could just walk on the sunset Instead of bein down bad on my bed I think Im goin batshit and braindead Up inside my head Im stuck up in a different dimension Throwin out opinions and two cents When I cant even tie up the loose ends Up inside my head Uh This shit right here done cemented it Cemented it Little English element I benedict I benedict Been up on my Bojack horse uh I been a dick Yeah Let me complile my rhetoric yuh Head just be spinnin when I sit up Uh No equilibrium I be fucked up Memory half corrupt no backup Yeah My frontal lobe is openin up MIDI waves Im a esophagus Sitting in the back of the bus like what What Smokin with the ghost riders Riders Clinically insane when this shit light up Light up Red up in your eye But you got no buzz No buzz Knocked unconscious livin concussed Uh uh Why oh why Cant I just see eye to eye Yeah With my third eye in the sky Just starin me til I cry I wish I could just walk on the sunset Yeah Instead of bein down bad on my bed I think Im goin batshit and braindead Uh yeah Up inside my head Uh Im stuck up in a different dimension Uh yeah Throwin out opinions and two cents When I cant even tie up the loose ends Up inside my head Yeah uh huh yeah Yeah uh Up inside my head up inside my head Yeah yeah yeah Uh yeah Up inside my head up inside my head Up inside my head Up inside my head up inside my head Yeah uh uh Up inside my head up inside my head Yeah yeah yeah yeah Talk is cheap talk is rich talk is poor Talk is poor Call me babe  say my name Call me yours Call me yours Lookin back on all fours Uh on the porch On the floor Yeah Call me every night when Im out on tour Uh You unsure when its black And white what I do it for Uh The allure when you know its right When you know its pure Yeah Cant afford losin you tonight Hear it from the source Uh yeah Runnin round the world And Im way off course Uh Only voice left in my head is a Porsche Skrrt And its ridin round with the suicide doors With the doors up Goin two hundred And its rippin all of the floors up Yeah Burnin every fire Then flippin all of the drawers up Yeah Why oh why Cant I just see eye to eye Yeah With my third eye in the sky With my third eye with my third eye Just starin me til I cry I wish I could just walk on the sunset Yeah Instead of bein down bad on my bed I think Im goin batshit and braindead Yeah yeah uh batshit Up inside my head Yeah Im stuck up in a different dimension Throwin out opinions and two cents When I cant even tie up the loose ends Uh Up inside my head Up inside my head up inside my head Up inside my head up inside my head My head uh Up inside my head up inside my head Yeah Up inside my head up inside my head Up inside it goin up inside it Up inside my head up inside my head Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
Stereo Hearts (feat. Adam Levine),Gym Class Heroes(짐 클래스 히어로즈),"2,456",My hearts a stereo It beats for your so listen close Hear my thoughts in every note  Make me your radio Turn me up when you feel low This melody was meant for you Just sing along to my stereo  If I was just another dusty record on the shelve Will you blow me off and play me like everybody else If I ask you to scratch my back could you manage that Like it read well check it Travie I can handle that Furthermore I apologize for any skipping tracks Its just the last girl that played me left a couple cracks I used to used to used to used to now Im over that Cause holding grudges over love is ancient artifacts  If I could only find a note to make you understand I sing a song and the image grab me by the hands Keep me stuck inside your head like your favorite tune And know my heart is a stereo that only plays for you  Chorus My hearts a stereo It beats for your so listen close Hear my thoughts in every note  Make me your radio Turn me up when you feel low This melody was meant for you Just sing along to my stereo  Oh oh oh oh To my stereo Oh oh oh oh So sing along to my stereo  If I was an old school fifty pound boombox Would you hold me on your shoulder wherever you walk Would you turn my volume up in front of the cops And crank it higher everytime they told you to stop And all I ask is that you dont get mad at me When you have to purchase mad D batteries Appreciate every mixtape your friends make You never know we come and go like were on the interstate  I think finally found a note to make you understand If you can hear this sing along and take me by the hands Keep myself inside your head like your favorite tune And know my heart is a stereo that only plays for you  Chorus My hearts a stereo It beats for your so listen close Hear my thoughts in every note  Make me your radio Turn me up when you feel low This melody was meant for you Just sing along to my stereo  Oh oh oh oh To my stereo Oh oh oh oh So sing along to my stereo  I only pray you never leave me behind Because good music can be so hard to find Ill take your hand and pull it closer to mine Thought love was dead but now youre changing my mind  Chorus My hearts a stereo It beats for your so listen close Hear my thoughts in every note  Make me your radio Turn me up when you feel low This melody was meant for you Just sing along to my stereo  Oh oh oh oh To my stereo Oh oh oh oh So sing along to my stereo sbyr9521 님이 등록해 주신 가사입니다 가사 오류 제보
Psycho (feat. Ty Dolla $ign),Post Malone(포스트 말론),"2,264",Damn my ap goin psycho Lil mama bad like michael Cant really trust nobody With all this jewelry on you My roof look like a no show Got diamonds by the boatload Come with the tony romo for clowns And all the bozos My ap goin psycho Lil mama bad like michael Cant really trust nobody With all this jewelry on you My roof look like a no show Got diamonds by the boatload Dont act like you my friend When Im rollin through my ends though You stuck in the friend zone I tell that four five the fifth ayy Hunnid bands inside my shorts Dechino the shit ayy Try to stuff it all in but it dont even fit ayy Know that I been With the shits ever since a jit ayy I made my first million Im like shit this is it Ayy 30 for a walkthrough man We had that bitch lit ayy Had so many bottles gave ugly girl a sip Out the window of the benzo We get seen in the rent And Im like woah man My neck so goddamn cold Diamonds wet my t shirt soaked I got homies let it go oh My money thick wont ever fold She said can I have some to hold And I cant ever tell you no Damn my ap goin psycho Lil mama bad like michael Cant really trust nobody with All this jewelry on you My roof look like a no show Got diamonds by the boatload Come with the tony romo For clowns and all the bozos My ap goin psycho Lil mama bad like michael Cant really trust nobody With all this jewelry on you My roof look like a no show Got diamonds by the boatload Dont act like you my friend When Im rollin through my ends though The ap goin psycho My rollie goin brazy Im hittin lil mama She wanna have my babies Its fifty on the pinky chain so stanky You should see the whip Promise I can take yo bitch Dolla ridin in an old school chevy Its a drop top Boolin with a thot thot She gon give me top top Just one switch I can make the ass drop Hey Uh take you to the smoke shop We gon get high ayy we gon hit rodeo Dial up valentino we gon hit pico Take you where Im from Take you to the slums This aint happen overnight no These diamonds real bright Saint laurent jeans still in my vans though All vvss put you in a necklace Girl you look beautiful tonight Stars on the roof They matching with the jewelry Damn my ap goin psycho Lil mama bad like michael Cant really trust nobody With all this jewelry on you My roof look like a no show Got diamonds by the boatload Come with the tony romo For clowns and all the bozos My ap goin psycho Lil mama bad like michael Cant really trust nobody With all this jewelry on you My roof look like a no show Got diamonds by the boatload Dont act like you my friend When Im rollin through my ends though bbbgold 님이 등록해 주신 가사입니다 가사 오류 제보
Deja Vu (feat. Justin Bieber),Post Malone(포스트 말론),"4,442",Oohh ooh  Cause I cant take it no more No you aint like them bitches Tell them hoes adios And you can drop your panties Leave them shits at the door Dior falls on the floor I swear we been here before  Im tryna see you from my own perspective You all in my section tryna come to my session We runnin a pressure you know that we flexin We bought all the bottles we came with the models Girl this a confession Im not like your exes I came in from Texas and now that we textin You can fly in whenever now you undressin Panties on the dresser your hair gettin messed up  The feelin we catchin my love is a blessin Made love in that Lexus made love in that Lexus I know you remember  Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby it aint nothing new no Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby this aint nothing new no  Oh you actin reckless I told you that I need affection So let me point you in the right direction Its so important that you get the message Yeah I gotta say  gotta say somethin to you you you Im on a roll  Im gonna roll out in that new new new If you wanna do what I wanna do Well uhmuhmuhm Well I guess thats just deja vu   Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby it aint nothing new no Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby it aint nothing new no  Tell me if you want it baby Cause I know I can drive you crazy I just wanted you to know now Ohoh ohohhh Show up in that new Mercedes You already know Im faded Girl Ive been thinkin about you lately Ohoh ohohhh  Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby it aint nothing new no Tell me is that deja vu Cause you want me and I want you Tell me is that deja vu Cause baby it aint nothing new no  Cause I cant take it no more No you aint like them bitches Tell them hoes adios And you can drop your panties Leave them shits at the door Dior falls on the floor I swear we been here before peternavercom 님이 등록해 주신 가사입니다 가사 오류 제보
Mood (Remix),24KGoldn,"1,196",Woah JB JB Why you always in a mood Fuckin round Actin brand new I aint tryna tell you what to do But try to play it cool Baby I aint playing by your rules Everything look better with a view Why you always in a mood Fuckin round Actin brand new I aint tryna tell you what to do But try to play it cool Baby I aint playing by your rules Everything look better with a view yeah Youve been in a mood Youve been givin hella attitude What I gotta do to get through to ya I could never lose you Maybe spend a night out on The town like we used to We could sit around Watch funny shit on YouTube I know at times I can have a couple screws loose Im tryna connect to your body Girl like its Bluetooth You know what I mean you know what I need We play games Of love to avoid the depression We been here before And I wont be your victim Why you always in a mood Fuckin round Actin brand new I aint tryna tell you what to do But try to play it cool Baby I aint playing by your rules Everything look better with a view Why you always in a mood Fuckin round Actin brand new I aint tryna tell you what to do But try to play it cool Baby I aint playing by your rules Everything look better with a view yeah Yeah I got J B and J B you know the bitches goin crazy Number one song in the world So now she wanna date me Where Im from People like me dont make it in the mainstream Whats with the attitude Baby Tell me why you hating We fuss and fight you get into moods Argue all night what we supposed to do Cant make things right So Im on the move Guess its safe to say We play games Of love to avoid the depression We been here before And I wont be your victim Why you always in a mood Fuckin round Actin brand new I aint tryna tell you what to do But try to play it cool Baby I aint playing by your rules Everything look better with a view Why you always in a mood Fuckin round Actin brand new I aint tryna tell you what to do But try to play it cool Baby I aint playing by your rules Everything look better with a view yeah Latino gang J Balvin man Baby ya estoy cansado de Tu bipolaridad yah yah yeh Deja ya de estar Peleando sin una necesidad Valorame bebe yo Con ese humor nadie te aguantara Quien te entiende Si Conmigo no te falta na Cogela suave ma Porque esta bomba explotara Si te saco el genio No vuelvo a frotar tu lampara Y listo te deje en visto Pero fue porque estaba grabando mi disco Y tu pensando que yo estaba en la disco Deja de pelear que la pasamos mas rico Why you always in a mood Fuckin round Actin brand new I aint tryna tell you what to do But try to play it cool Baby I aint playing by your rules Everything look better with a view Why you always in a mood Fuckin round Actin brand new I aint tryna tell you what to do But try to play it cool Baby I aint playing by your rules Everything look better with a view yeah sbyr9521 님이 등록해 주신 가사입니다 가사 오류 제보
Creepin',Metro Boomin,700,Ooh ooh ooh Ooh ooh ooh ooh ooh ooh Just cant believe this man Metro Boomin want some more nigga Somebody said they saw you The person you were kissing wasnt me And I would never ask you I just kept it to myself I dont wanna know If youre playin me keep it on the low Cause my heart cant take it anymore And if youre creepin please dont let it show Oh baby I dont wanna know Oh oh oh oh ooh woah Oh oh oh oh oh oh Oh yeah I think about it when I hold you When lookin in your eyes I cant believe And I dont need to know the truth Baby keep it to yourself I dont wanna know If youre playin me keep it on the low Cause my heart cant take it anymore And if youre creepin please dont let it show Oh baby I dont wanna know Did he touch you better than me Touch you better than me Did he watch you fall asleep Watch you fall asleep Did you show him all those things That you used to do to me If youre better off that way Better off that way There aint more that I can say More that I can say Just go on and do your thing And dont come back to me Ooh ooh ooh Ooh ooh ooh ooh ooh ooh ooh Woah woah woah 21 Had me crushin I was cuffin like the precinct How you go from housewife to a sneaky link Got you riding round in All type of Benzes and Rovers Girl you used to ride in the rinky dink Im the one put you in Eliantte On God Fashion Nova model I put you on the runway On God You was rockin coach bags got you Chane ne Side bitch in Frisco I call her my Bay bae 21 I got a girl but I still feel alone On God If you playin me that mean My home aint home On God Havin nightmares of goin through Your phone 21 Cant even record you got me out my zone I dont wanna know If youre playin me keep it on the low Cause my heart cant take it anymore And if youre creepin please dont let it show Oh baby I dont wanna know If youre playin me keep it on the low Cause my heart cant take it anymore And if youre creepin please dont let it show Oh baby I dont wanna know If you creepin Just dont let me find out On God Get a hotel Never bring em to the house On God If youre better off that way Baby all that I can say If youre gonna do your thing Then dont come back to me Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
"Surround Sound (feat. 21 Savage, Baby Tate)",J.I.D(제이아이디),515,I know I cant afford to stop for one moment That its too soon to for   See Push the fucking pack off of the porch Or break a pound down See Get this strap if it happen to blow It make surround sounds See Pussycat on my lap Push it back and go to town down See Putting rap on my back and Im black And snatchin crowns Cant you see I done came back around like a nigga Sellin crack in pounds I got a bag now But its nothing to brag bout See Gun blast in the background See Im a black man with the bloodhounds MAC 10 making love sounds See To a bad chick she from Uptown Im from down South not a loudmouth Cant you see We can fuck around Woah shit woah Hit the music baby cut it down Woah shit woah Hit a doobie while you do me indubitably See I feel like Ima bust now Woah woah shit woah I feel like a bust down See when I shine bright Blind niggas is up now Woah shit woah shit In the cut big black truck pack sacked up You can pick it up now nigga fuck it okay Ayy Cant you see Push the fucking pack off of the porch Or break a pound down See Get this strap if it happen to blow It make surround sounds See Pussycat on my lap Push it back and go to town down See Putting rap on my back and Im black And snatchin crowns Cant you see I know I cant afford to stop for one moment That its too soon to for See Me and my money attached emotionally I get to clutchin if you get too close to me See Im at the top where Im posed to be Jumped in the game Niggas act like they coaching me See Four hundred racks aint shit but a show to me Im on the road And I bet that your ho with me See When Im in traffic its always a pole wit me Pillsbury man I keep dough with me Cant you see Hit from the back She giving me slurp And I aint even pull my pants down See Jump in the box and slide to the other side Its always a man down See Draw down hands in the air nigga Make one move get gunned down See Giving out smoke so long They dont even wanna talk no more They just run now Cant you see No locked doors I serve with a chop Bitch got spent She was hanging with an opp See We call him Mickey he talks to the cops I was on Pinedale glass in the sock See Back in the day I invest in the block Fast forward now Im investing in stocks See I put a drum on the Heckler and Koch Dont play cause Im very invested in shots See Push the fucking pack off of the porch Or break a pound down See Get this strap if it happen to blow It make surround sounds See Pussycat on my lap Push it back and go to town down See Putting rap on my back and Im black And snatchin crowns Cant you see I put the pussy cat in his face Cause he stay off Cheshire Bridge See Then I took it back Now he say that he shakin and he shiverin See Like the way it taste And he aint ate it in a minute They call me Yung Baby but I still got hella chil Talk shit run that motherfuckin crown you bitch You motherfuckin bitch Uh shit Hehehaha Sorry in advance for my bros Theyll whoop a nigga ass What you whippin up Woah JID in the back if you lookin for the dope Niggas got it in the bag Cause we trappin on the low And Im the shit with the flow huh Give me a joke Heard a nigga say that you the next No no no Im the best Tell them bitches stop the motherfuckin press Press stop fuck a top five list Get em a vest he get lopsided Fuck the cops we was runnin from Rottweilers Most of my partners aint have poppa Just a popped condom Couple kids with Alzheimers 40 on his side boy you Mike Alstott He on the block violent Robbin niggas in the hood And then swap genres Green light line a nigga up stop sign him Keep drivin you will not find him Im a Im a Im an Im an anomaly I turned into a rapper ironically And ran the bag up back up niggas is onto me Niggas should honor me If you think Im a wannabe its pretty comedy Im melancholy and cool so calmly bustin moves My truths carry velocity Same posse since OshPosh Bgosh pussy clot Treat the rappin like Im pushin rock On the stove with the Pyrex pot The door stay locked it dont say knock We on they block we own they block Its Monopoly games we stole they properties Smooth talkin and moonwalkin The same lil niggas small pond but a pool shark I aim big stick knock chalk off cue balls Bang this shit Bang bang bang bang bang bang Ah ha ha ha ha Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
[19금] Godzilla (feat. Juice WRLD),Eminem(에미넴),"1,842",청소년 보호법에 따라 19세 미만의 청소년이 이용할 수 없습니다 성인 인증 후 이용해 주세요 연 1회 성인 인증 하기
[19금] Starboy (feat. Daft Punk),The Weeknd(위켄드),"4,613",청소년 보호법에 따라 19세 미만의 청소년이 이용할 수 없습니다 성인 인증 후 이용해 주세요 연 1회 성인 인증 하기
[19금] Him & I,G-Eazy(지 이지) CONNECT 아티스트,"1,640",청소년 보호법에 따라 19세 미만의 청소년이 이용할 수 없습니다 성인 인증 후 이용해 주세요 연 1회 성인 인증 하기
Greatest Love of All,Whitney Houston(휘트니 휴스턴),"3,016",I believe the children are our are future  Teach them well and let them lead the way  Show them all the beauty they possess inside  Give them a sense of pride to make it easier Let the childrens laughter remind us how we used to be  Everybody searching for a hero  People need someone to look up to  I never found anyone to fulfill my needs  A lonely place to be  So I learned to depend on me   Chorus I decided long ago never to walk in anyones shadows  If I fail if I succeed  At least I live as I believe  No matter what they take from me  They cant take away my dignity  Because the greatest love of all  Is happening to me  I found the greatest love of all  Inside of me  The greatest love of all  Is easy to achieve  Learning to love yourself  It is the greatest love of all   I believe the children are our future Teach them well and let them lead the way  Show them all the beauty they possess inside  Give them a sense of pride to make it easier  Let the childrens laughter remind us how we used to be   Chorus  And if by chance that special place  That youve been dreaming of  Leads you to a lonely place  Find your strength in love sbyr9521 님이 등록해 주신 가사입니다 가사 오류 제보
Flower Dance,DJ Okawari(디제이 오카와리),"5,524",They serve the purpose of changing hydrogen into breathable oxygen And theyre as necessary here as the air is on Earth But I still say theyre flowers If you like Do you sell them Im afraid not But maybe we could make a deal bugsmanager 님이 등록해 주신 가사입니다 가사 오류 제보
Lovin On Me,Jack Harlow,311,Im vanilla baby Ill choke you But I aint no killa baby She 28 tellin me Im still a baby I get love in Detroit like Skilla baby And the thing about ya boy is I dont like no whips and chains  and you cant tie me down But you can whip your lovin on me baby Whip your lovin on me baby Young JACK AKA Rico like Suave Young Enrique Speakin of AKA shes an Alpha But not around ya boy She get quiet round ya boy Hold on Dont know what you heard  or what you thought about ya boy But they lied about ya boy Going dumb man its some idiotic bout ya boy She wearin cheetah print Thats how bad  she wanna be spotted round ya boy I dont like no whips and chains  and you cant tie me down But you can whip your lovin on me baby Whip you lovin on me baby Im Vanilla baby Ill choke you But I aint no killa baby She 28 tellin me Im still a baby I get love in Detroit like Skilla baby And the thing about ya boy is I dont like no whips and chains  and you cant tie me down But you can whip your lovin on me baby Whip your lovin on me baby Young MISSIONARY Hes sharp like barbed wire She stole my heart then she got archived I keep it short wit a bitch Lord Farquaad All the girls in the front row All the girls in the barricade All the girls that been waiting all day Let your tongue hang out Fuck everything If you came with a man Let go of his hand Errbody in a suite Kickin up they feet Stand up bitch dance And all the guys in the back  waitin on the next track Cut ya boy a little slack Im Vanilla baby Ill choke you But I aint no killa baby She 28 tellin me Im still a baby I get love in Detroit like Skilla baby And the thing about ya boy is I dont like no whips and chains  and you cant tie me down But you can whip your lovin on me baby Whip your lovin on me baby Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
Rumors,Jake Miller (제이크 밀러),"2,453",Yeah heh rumors  Yeah we the word up on the streets They talk talk talk bout you and me Lets start some rumors rumors And no I dont know where they came from But Im always down to make some rumors rumors Yeah they saw me sneaking out your crib last night 3 AM to catch a flight Caught me driving through your hood Paparazzi got me good  We like stars yeah baby they astronomers Look at everybody camping out with they binoculars All up in the headlines me and the wifey But let them gossip girl Blake Lively  I dont know where theyre getting their news But Im not mad if tonight it comes true Ooh lets start some rumors Imma start some rumors with you with you I wanna start some rumors with you Yeah rumors I wanna start some rumors with you Yeah rumors I wanna start some  Man how the hell they spread so fast Yeah my homie called and asked Have you heard the rumors Wait what Rumors Yeah we the topic of the town We might as well just own it now It aint no rumor no it aint no rumor They caught us hooking up all in my whip Man I needa tint that shit Now your cell is blowing up like Oh my god tell me everything  We like stars yeah baby they astronomers Look at everybody camping out with they binoculars All up in the headlines me and the wifey But let them gossip girl Blake Lively  I dont know where theyre getting their news But Im not mad if tonight it comes true Ooh lets start some rumors Imma start some rumors with you with you I wanna start some rumors with you Yeah rumors I wanna start some rumors with you Yeah rumors I wanna start some rumors with you  No we dont care if somebody knows body knows People talking thats just how it goes how it goes You know we love to keep them on they toes on they toes Yeah so start a rumor tonight If they aint talking we aint doing it right  I dont know where theyre getting their news But Im not mad if tonight it comes true Ooh lets start some rumors Imma start some rumors with you with you  I wanna start some rumors with you I wanna start some rumors I wanna start some rumors with you I wanna start some I wanna start some yeah Rumors sbyr9521 님이 등록해 주신 가사입니다 가사 오류 제보
