title,artist,like_cnt,lyrics
그땐 그땐 그땐,슈프림팀(Supreme Team),"22,994",Yeah Supreme Team Secret K Brown Eyed Soul I miss You baby  내가 잘못했어 그 지겨운 말 억지로 널 붙잡고 흐느껴 운 날 내 진심은 닳아버렸어 그런 순간들을 모면하는 법까지 연기일 수밖에 물론 넌 그런 나를 알고 있었기에 얼굴 붉히는 일 없이 더 이상  기회는 없을 거라고 단정하며 오히려 차분하게 날 떠났어 그땐 지쳐 있었어 나의 너를 안아주기엔 자격조차 없었거든 사랑보단 안정감이 더 커서 마음만  아슬하게 걸쳐 있었을 뿐 아름다운  너에게 난 상처가 되기 싫어서 나쁜 놈으로 남긴 싫어서 끝내는 되돌릴 방법 하나 생각 못하고 너를 그냥 보냈잖아  나를 녹여 주던 너의 그 눈물도 이젠 내 맘을 얼게 하네 빛을 담고 있던 너의 그 미소도 졸린 내 눈에 가리워지네  정말 답답해 왜 이런 건지 그땐 그땐 그땐 좋았었는데 정말 비참해 내 앞에 너를 그땐 그땐 그땐 사랑했는데  깨끗이 잊는 법 상처 다 아문 척 이제는 진짜 새로운 만남 시작해도 되는 때라고  말은 한다만 내 맘 같지 않아 어차피 사랑이란 게 다 애들 장난 같은 거라 말하며 날 억지로 위로해 그래 이 꼴엔 그런 구차함도 필요해 똑같은 곳에서 일하고 똑같은 침대에서 잠을 자고 예전과 다를 것 없이 지내지만  딱 한 가지가 다르지 더 그럴듯한 변명거리나  날 미치도록 몰두하게 할 일들이 뭐가 있을까  어떻게 텅 비어버린 날 채울까  나를 녹여 주던 너의 그 눈물도 이젠 내 맘을 얼게 하네 빛을 담고 있던 너의 그 미소도 졸린 내 눈에 가리워지네  정말 답답해 왜 이런 건지 그땐 그땐 그땐 좋았었는데 정말 비참해 너와 나 정말 그땐 그땐 그땐 사랑했는데  내가 똑바로 서 있지 못하거나 불안한 모습 보인다거나 그럴 땐 누가 날 안아줄지 그땐 누가 날 안아줄지 내가 똑바로 서 있지 못하거나 불안한 모습 보인다거나 그럴 땐 누가 날 안아줄지 그땐 누가 날 안아줄지  비틀 비틀 비틀 시간은 흐르고 빛바랜 꿈은 지워지고 빙글 빙글 빙글 내 맘은 겉돌고 사랑한 날은 멀어져가고  정말 답답해 왜 이런 건지 그땐 그땐 그땐 좋았었는데 정말 비참해 내 앞에 너를 그땐 그땐 그땐 사랑했는데  견뎌내는 것도 널 지우는 것도 후회하는 것도 변한 게 하나 없어  견뎌내는 것도 널 지우는 것도 후회하는 것도 변한 게 하나 없어   견뎌내는 것도 널 지우는 것도 후회하는 것도 변한 게 하나 없어  견뎌내는 것도 널 지우는 것도 후회하는 것도 변한 게 하나 없어 bsadmin56 님이 등록해 주신 가사입니다 가사 오류 제보
NASA (feat. FKJ),DEAN(딘),232,전혀 알 수가 없대 더는 이해 할 수 없대 아직도 넌 이상 속에 현실을 보지 못해  넌 빛에 닿으려 해 과거는 어두웠기에 아 맞아 넌 멀리 간 게 미래는 더 어두웠기에  어린 눈에 비친 찬란히 빛나던 빛을 아직 넌 기억해   Come back to Earth Dont think too much Youve gone too far away There is nothing else Cuz the light is inside of your heart Whoo  Ah ah ah ah  Ah ah ah ah   Come back to Earth Come back to now Dont think too much  Heart is bumpin again Soul is buzzin again  I know You know  Find the signal again 기다릴게 저 먼 미래에서  Dont be fallin again Just run Run Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
비,폴킴(Paul Kim) CONNECT 아티스트,"27,127",비가 내리다 말다 우산을 챙길까 말까 tv엔 맑음이라던데 네 마음도 헷갈리나봐  비가 또 내리다 말다 하늘도 우울한가봐 비가 그치고나면 이번엔 내가 울것만같아  Strumming down to my memories 지직거리는 라디오에선 또 뻔한 love song 잊고있던 아픈 설레임 널 생각나게해  우리 걷던 이길위에 흘러나오던 멜로디  흥얼거렸었지 넌 어디있니 하늘은 이렇게 맑은데 비에 젖은 내 마음을 따뜻하게도 비춰주던 너는 나에게 햇살같아 그런널 왜 난 보냈을까 Good bye  So hard to lose but easy to repeat 푹 숙인 얼굴 날 알아봤을까 Im losing my breathe 잊고싶은 아픈 기억들 날 더 힘들게해  시간가는 줄도 모르고 나눴던 수많은 밤과 사랑노래 꿈보다 달콤했지 쉽게 포기한건아닌지 우연히널 마주친 순간 내 마음 들킬까봐 뒤돌아섰어 널 잡았다면 그런 널 왜 난 보냈을까  Good bye  우리 걷던 이길위에 흘러나오던 멜로디  흥얼거렸었지 넌 어디있니 하늘은 이렇게 맑은데 비에 젖은 내 마음을 따뜻하게도 비춰주던 너는 나에게 햇살같아 그런널 왜 난 보냈을까 Good bye Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
Offline (Feat. shaltt),entoy,15,When my fears are pouring out Cant take control let it be I feel it stop shattering around Youre never right Forget what Ive meant My friends are saying a lot Youre wasting time and souls please Stop this Im begging you for real Just let me be That fire raising at my sight And you stay back stop dragging me along into this fire But I will never let myself down Never let my guards down think straight Cause you are only thing that I should watch out Someone please take me back again When you fall back to the part The part I love the most Late night the stars are shining bright Like the time we used to live The time that ended Feeling so depressed today night I gotta get some air The past is past right Never look back now Like I cant see you clear Its hard to stay calm like you did Its up to me so That fire raising at my sight And you stay back stop dragging me along into this fire But I will never let myself down Never let my guards down think straight Cause you are only thing that I should watch out Someone please take me back again When you fall back to the part The part I love the most Late night the stars are shining bright Like the time we used to live The time that ended Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
미워 (Ego),Crush,"1,229",유난이라고 하지 마  밤길은 위험하니까 딱 현관문 앞까지만  정말 얄미워 어쩜 이렇게 예뻐 나 떨어지기 싫어 아쉬워 너 미워  투정 같은 내 말투 달래는 너의 입맞춤 켜진 우리 머리 위에 불 아른하게  Girl you killed my ego 어쩜 이렇게 예뻐 나 떨어지기 싫어 아쉬워 너 미워  너 미워 미워 미워 미워 너 미워 미워 미워 미워  혼자 흥얼거려 멜로디 음 둘이 같이 들었던 노래야 음 반가움에 절로 미소 방긋 똑 닮아가는 우리 둘  또렷한 색에 옷이 물들 듯 심장은 너로 번져 온통 하얀색 구름  아니 그러니까 너희 강아지 산책만 같이 가면 안 돼 응  투정 같은 내 말투 달래는 너의 입맞춤 켜진 우리 머리 위에 불 아른하게  Girl you killed my ego 어쩜 이렇게 예뻐 나 떨어지기 싫어 아쉬워 너 미워  너 미워 미워 미워 미워 너 미워 미워 미워 미워  널 사랑한다는 이 말도 닳고 닳은 표현이라도 맞닿은 우리 둘의 마음도 밝게 비추네 이 밤  Girl you killed my ego 어쩜 이렇게 예뻐 나 떨어지기 싫어 아쉬워 너 미워 Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
Rush Hour (Feat. j-hope of BTS),Crush,"4,329",Yo Ive been walking on the street yo 유엔빌리지에서 한강진역 이태원을 지나왔어 언덕길로 클랙슨은 목이 쉬어 퇴근길마다 삐걱삐걱 그게 자그마치 2년 입에 단내가 나 미칠 지경 작업실로 당당하게 내비 찍어 This is Crush hour 비켜라 비켜 We gotta celebrate 넌 즐기기만 해 누가 뭐래도 Baby Hey ladies and gentlemen do what you wanna do baby 그러니까 너넨 히비히비합 질러 빽빽 다시 Clap clap clap and then hit that 하나둘 모여 마치 Traffic jam Get up get up 그러니까 너넨 히비히비합 질러 땍땍 따라 해 어때 생각보다 쉽지 모두 모여 마치 Traffic jam Get up get up get on up Yo Ive been walking on the street yo 서울숲에서부터 근방 직경 But 어딜 가든 이젠 레드카펫 Feel yo 사진 소리 찰칵찰칵 가는 길마다 찍어 찍어 붐비는 People 마치 Traffic 기분 보험마저 없는 내 미래 비전 Yall trippin whole lotta freaks And now Crush hour 난 그냥 형 따라 직진 We gotta celebrate 넌 즐기기만 해 누가 뭐래도 Baby Hey ladies and gentlemen do what you wanna do baby 그러니까 너넨 히비히비합 질러 빽빽 빽빽 다시 Clap clap clap and then hit that hit that 하나둘 모여 마치 Traffic jam Get up get up 그러니까 너넨 히비히비합 질러 땍땍 땍땍 따라 해 어때 생각보다 쉽지 모두 모여 마치 Traffic jam Get up get up rush hour Takeem to the bridge La la la la la la la la La la la la la la la La la la la la la la la La la la la la la la This is Crush hour Crush hour Crush hour This is Crush hour Crush hour Crush hour Watch Out Watch Out Watch Out Watch Out This is Crush hour Crush hour Crush hour Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
Still With You,정국,"2,383",날 스치는 그대의 옅은 그 목소리 내 이름을 한 번만 더 불러주세요 얼어버린 노을 아래 멈춰 서있지만 그대 향해 한 걸음씩 걸어갈래요 Still With You   어두운 방 조명 하나 없이 익숙해지면 안 되는데 그게 또 익숙해   나지막이 들리는 이 에어컨 소리 이거라도 없으면 나 정말 무너질 것 같아   함께 웃고 함께 울고 이 단순한 감정들이 내겐 전부였나 봐   언제쯤일까 다시 그댈 마주한다면 눈을 보고 말할래요 보고 싶었어요   황홀했던 기억 속에 나 홀로 춤을 춰도 비가 내리잖아 이 안개가 걷힐 때쯤 젖은 발로 달려갈 게 그때 날 안아줘   저 달이 외로워 보여서 밤하늘에 환하게 울고 있는 것 같아서 언젠가 아침이 오는 걸 알면서도 별처럼 너의 하늘에 머물고 싶었어   하루를 그 순간을 이렇게 될 걸 알았다면 더 담아뒀을 텐데   언제쯤일까 다시 그댈 마주한다면 눈을 보고 말할래요 보고 싶었어요   황홀했던 기억 속에 나 홀로 춤을 춰도 비가 내리잖아 이 안개가 걷힐 때쯤 젖은 발로 달려갈 게 그때 날 잡아줘   날 바라보는 희미한 미소 뒤편에 아름다운 보랏빛을 그려볼래요 서로 발걸음이 안 맞을 수도 있지만 그대와 함께 이 길을 걷고 싶어요 Still With You Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
For You (Feat. Crush),이하이,"6,358",When my heart is beating for you Thats when I lose my control When my heart is beating for you Come close to me Come close to me When my heart is beating for you Its crazy I see nothing but you Baby my hearts beating for you Come close to me Give a kiss to me Listen to me I am the woman that youve been waiting for Would you push the button That youve been looking for With just one kiss youre gonna need it more Baby I could give you what you want When my heart is beating for you And my mind feels Baby Blue Baby my hearts beating for you Come close to me Come close to me Close to me Listen to me I am the man that youve been waiting for Would you push the button That youve been looking for With just one kiss Youre gonna need it more Baby I could give you what you want When my heart is beating for you Youre the only one that make me feel And my mind feels Baby Blue Youre the only one that Baby my hearts beating for you Youre the only one that make me feel Come close to me Come close to me When my heart is beating for you Youre the only one that make me feel And my mind feels Baby Blue Youre the only one that Baby my hearts beating for you Youre the only one that make me feel Come close to me Come close to me Close to me Youre the only one that make me feel Youre the only one that Youre the only one that make me feel Youre the only one that Youre the only one that make me feel Youre the only one that Youre the only one that make me feel Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
넌 쉽게 말했지만,소수빈,"1,048",어젯밤 네가 나에게 말하던 그런 이유가 전부였다면 이별까지는 생각하지 못했을 거야 숨기려 해도 느낄 수 있잖아 이미 사라진 너의 웃음을 말을 할수록 변명처럼 느껴지는 걸 아이처럼 맑은 너의 미소를 보며 사랑을 느낄 수 있었지 그런 말이 너에게는 어울리지 않아 그 차가운 너의 눈빛도 우리 이제 그저 이대로 너를 지워야 하나 사랑하지 않아 처음부터 그런 말은 하지 않았지 아이처럼 맑은 너의 미소를 보며 사랑을 느낄 수 있었지 그런 말이 너에게는 어울리지 않아 그 차가운 너의 눈빛도 사랑을 느낄 수 있었지 그런 말이 너에게는 어울리지 않아 그 차가운 너의 눈빛도 차가운 너의 눈빛도 차가웠던 너의 눈빛도 Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
White Snow (Feat. prettyhappy),Dept(뎁트),103,Cuz I feel the warmest now that Im with you baby 그대와 함께 있으면 나는 가장 따뜻하니까 Wait for snow to fall into both our lives 우리 인생에 눈이 내리기를 기다리고 있어요 Can you see my breath like fog in the winter nights yeah 이 겨울밤 나의 숨이 안개처럼 퍼지는 게 보이는가요 Can you warm me up and hold me so tight 그대의 온기로 나를 빈틈없이 안아줘요  When the sky opens up 하늘이 열리면 And starts crying on all us 우리 위로 눈이 쏟아지기 시작할 거예요 Thats the time when 바로 그 순간이죠 When us lovers fall like 우리 연인들이 사랑에 빠지는 시간 The snow that packs the streets 거리에 소복이 쌓인 눈처럼 감정이 쌓여가죠 So dont know why I feel this way 내 마음이 왜 이러는지 모르겠어요 Like the weather I just change 계절이 변하듯 내가 변했나 봐요 When the snow starts falling I need your embrace 눈이 내리기 시작하면 난 그대의 품이 필요해요  lts so cold I might freeze 너무 추워서 나 얼어붙을지도 몰라요 Better stay close to me 내 곁에 가까이 있는 게 좋을 거예요 Hold me tight when you wrap your arms around me 나를 감싼 그대의 두 팔로 힘껏 안아줘요  Cuz I feel the warmest now that Im with you baby 그대와 함께 있으면 나는 가장 따뜻하니까 Wait for snow to fall into both our lives 우리 인생에 눈이 내리기를 기다리고 있어요 Can you see my breath like fog in the winter nights yeah 이 겨울밤 나의 숨이 안개처럼 퍼지는 게 보이는가요 Can you warm me up and hold me so tight 그대의 온기로 나를 빈틈없이 안아줘요  lts rare for me to think 흔치 않은 일이죠 Of winter so warmly 겨울을 따뜻하게 느끼다니 It must be you and our memories 분명 그대와 나의 기억 때문일 거예요 In a field far as eyes see 내 눈에 보이는 건 Only snow and your smiling 흰 눈과 그대의 미소뿐이죠 Was warmer than sunlight in May 5월의 햇볕보다 더 따스했던 순간  Another morning without you 그대가 없는 아침은 Another morning without you 그대가 없는 아침은 Another snowless winter waiting for 눈이 내리지 않는 또 하나의 겨울이에요 My girl to call back 그대의 연락을 하염없이 기다리죠  lts so cold I might freeze 너무나 추워요 나 얼어붙을지도 몰라요 Better stay close to me 내 곁에 가까이 오는 게 좋을 거예요 Hold me tight when you wrap your arms around me 나를 감싼 그대의 두 팔로 힘껏 안아줘요  Cuz I feel the warmest now that Im with you baby 그대와 함께 있으면 나는 가장 따뜻하니까 Wait for snow to fall into both our lives 우리 인생에 눈이 내리기를 기다리고 있어요 Can you see my breath like fog in the winter nights yeah 이 겨울밤 나의 숨이 안개처럼 퍼지는 게 보이는가요 Can you warm me up and hold me so tight 그대의 온기로 나를 빈틈없이 안아줘요  Does it mean if you go 그대가 떠나버린다면 Ill remember the cold 난 이 차가운 계절을 기억할 거예요 All the nights spent alone 눈이 다 녹아 사라질까 걱정하며 Wondering if all the snow would disappear 홀로 보낸 추운 밤들 So please stay 그러니 그냥 머물러줘요 And remind me to say 내가 그대에게 사랑을 말할 수 있도록 Keep me warm every day during winter 이 겨울이 지나는 동안 나의 온기가 되어줘요 Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
좋은사람,박효신 CONNECT 아티스트,"124,942",준비없이 비를 만난것처럼 아무 말 못한 채 너를 보낸뒤에 한 동안 취한 새벽에 잠을 청하며 너를 그렇게 잊어보려 했어 시간이 가도 잊혀지지 않는 너 생각하면서 깨달은 게 있어 좋은사람 사랑했었다면 헤어져도 슬픈 게 아니야 이별이 내게 준것은 곁에 있을때보다 너를 더욱 사랑하는 맘 셀 수 없이 많은 날을 울면서 힘든 가슴을 보이지 않았던 널 끝내 날 나쁜남자로 만들었던 너 어떻게든 미워하려했어 어떤 말로도 미워할수 없는 너 생각하면서 깨달은 게 있어 좋은사람 사랑했었다면 헤어져도 슬픈게 아니야 이별이 내게 준것은 조금 멀리 떨어져 너를 헤아릴수 있는 맘 늦었겠지만 너의 맘 아프게 했던 바보같던 날 용서해 줘 워우워 우 단 한번만 허락해 준다면 나를 믿고 돌아와 준다면 언제나 말하곤 했던 그런 사람이 되어 너를 지켜주고 싶은데 다시 돌아올 수 없겠니 bee 님이 등록해 주신 가사입니다 가사 오류 제보
도망가자 (Run With Me),선우정아(Sunwoojunga),"10,838",도망가자 어디든 가야 할 것만 같아 넌 금방이라도 울 것 같아 괜찮아 우리 가자 걱정은 잠시 내려놓고 대신 가볍게 짐을 챙기자 실컷 웃고 다시 돌아오자 거기서는 우리 아무 생각말자 너랑 있을게 이렇게 손 내밀면 내가 잡을게 있을까 두려울 게 어디를 간다 해도 우린 서로를 꼭 붙잡고 있으니 너라서 나는 충분해 나를 봐 눈 맞춰줄래 너의 얼굴 위에 빛이 스며들 때까지 가보자 지금 나랑 도망가자 멀리 안 가도 괜찮을 거야 너와 함께라면 난 다 좋아 너의 맘이 편할 수 있는 곳 그게 어디든지 얘기 해줘 너랑 있을게 이렇게 손 내밀면 내가 잡을게 있을까 두려울 게 어디를 간다 해도 우린 서로를 꼭 붙잡고 있으니 가보는 거야 달려도 볼까 어디로든 어떻게든 내가 옆에 있을게 마음껏 울어도 돼 그 다음에 돌아오자 씩씩하게 지쳐도 돼 내가 안아줄게 괜찮아 좀 느려도 천천히 걸어도 나만은 너랑 갈 거야 어디든 당연해 가자 손잡고 사랑해 눈 맞춰줄래 너의 얼굴 위에 빛이 스며들 때까지 가보자 지금 나랑 도망가자 Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
사랑의 인사,씨야(SeeYa),"40,229",비내리는 거릴 좋아 했었죠 우산없이 나와 함께 걸었죠 다시 내리는 비에 그대 생각나 눈물날 것 같은데  둘이 걷다보면 나를 위해서 습관처럼 왼쪽 편에 세웠죠 내 여자라서 내가 지켜야 한다고 버릇처럼 말했죠  좋은사람 꼭 만날 거라 했는데 그 약속 지키지 못할 것 같아 내겐 그대가 하나뿐이라 다른사랑 못할 것 같아요  이제는 나를 찾아오지 말라고 가슴에 멍드는 말을 하고서 지나가는 발소리 그대이기를 원하고 또 원하죠  가끔 그대 어깨 기대 잠들면 아무 말도 없이 안아주었죠 고마웠다고 이젠 말할 수 있는데 그댄 어디 있나요  좋은 사람 꼭 만날 거라 했는데 그 약속 지키지 못할 것 같아 내겐 그대가 하나뿐이라 다른 사랑 못할 것 같아요 이제는 나를 찾아오지 말라고 가슴에 멍드는 말을 하고서 지나가는 발소리 그대이기를 원하고 또 원하죠  보고파 소리쳐봐도 그리워 불러도 닿을 수가 없는 그댄가봐 이젠 나를 잊었나봐  그대가 못난 바보라고 할까봐 내 사랑 너무나 아낀 것 같아 괜한 자존심 하나 때문에 사랑한단 말도 못했어요 못잊어 그립다는 말도 못하고 그대가 나를 또 찾지 않을까 지나가는 발소리 그대이기를 원하고 또 원하죠 muzran 님이 등록해 주신 가사입니다 가사 오류 제보
귀로,나얼,"57,946",화려한 불빛으로 그 뒷모습만 보이며 안녕이란 말도 없이 사라진 그대 쉽게 흘려진 눈물 눈가에 가득히 고여 거리는 온통 투명한 유리알 속  그대 따뜻한 손이라도 잡아볼수만 있었다면 아직은 그대의 온기 남아있겠지만 비바람이 부는 길가에 홀로 애태우는 이자리 두뺨엔 비바람만 차게 부는데  사랑한단 말은 못해도 안녕이란 말은 해야지 ooh 아무말도 없이 떠나간 그대가 정말 미워요  그대 따뜻한 손이라도 잡아볼수만 있었다면 아직은 그대의 온기 남아있겠지만 비바람이 부는 길가에 홀로 애태우는 이자리 두뺨엔 비바람만 차게 부는데  사랑한단 말은 못해도 안녕이란 말은 해야지 ooh 아무말도 없이 떠나간 그대가 정말 미워요   사랑한단 말은 못해도 안녕이란 말은 해야지 아무말도 없이 떠나간 그대가 정말 미워요 ktw615 님이 등록해 주신 가사입니다 가사 오류 제보
"camus(까뮈) (feat. VINXEN, Skinny Brown)",Panda Gomm,24,잊혀지지 않는 기억 안에 가려진 긴 하루 난 구겨진 심장을 다렸어  우산을 손에 쥔 채  서로 같이 맞던 비 오늘 날씨가 그래 돌아가고 싶은 건지도  다 잊었다  나를 속였는데  거짓말이 서툰 건지도 아니면 진심이 낯선 건지도 몰라   I just wanna go back I just wanna go back at that time I just wanna go back I just wanna go back there  I just wanna go back I just wanna go back at that time I just wanna go back I just wanna go back there   완벽해 니 생각 하나 빼면 너무 완벽해 완벽해 니 걱정 하나 빼면 너무 완벽해  Imma go with that regardless 멍청히 흐른 줄 알았던 하루가  어쩌면 제일로 smartest 따뜻한 바람과 네 옆에 털끝이  내 피부로 스며들어 가 그 때 좀 말할걸 I mean you mine  u taught me how to this and taught me how to do that 이젠 기억 뒷꽁무닐 쫓는 나 되어버린 술래 너에게 못생긴 추억이 되어버리지 않게 다시금 마음 먹이지만  hard to remind this and that 가르쳐줘 memories aka u and me  I just wanna go back I just wanna go back at that time I just wanna go back I just wanna go back there  I just wanna go back I just wanna go back at that time I just wanna go back I just wanna go back there   완벽해 니 생각 하나 빼면 너무 완벽해 완벽해 니 걱정 하나 빼면 너무 완벽해 Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
Broken camper,heyden,16,dancing till the sunrise  like nobody is beside us  under moonlight holding your hands watching the sunset  we talking and laughing under the pink sky I feel something  yeah we dancing and dancing  like no one is around us  in a broken camper van  were just driving around the town until we have the sunset  in our eyes    in a broken van stargazing feels like different universe  you and I and Jennie could do this  every day under the moonlight  until the sunrise  holding hands watching the sunrise   dancing  dancing under the moonlight  until the sunrise greets us my universe is calling your name  under the moonlight  my love falling under the moonlight until the sunrise greets us  my universe is calling your love  under the moonlight   dancing with our eyes closed until we fall asleep under the moonlight  calling your eyes watching the sunset  we loving and loving under the pink sky  I feel something yeah dancing and loving  like no one is around us  in a broken camper van  were just driving around the town until we have the sunrise  in our eyes   in a broken van stargazing feels like different universe  you and I and Jennie could do this  every day under the moonlight  until the sunrise  holding hands watching the sunrise   dancing  dancing under the moonlight  until the sunrise greets us my universe is calling your name  under the moonlight  my love falling under the moonlight until the sunrise greets us  my universe is calling your love  under the moonlight   dancing  dancing under the moonlight  until the sunrise greets us my universe is calling your name  under the moonlight  my love falling under the moonlight until the sunrise greets us  my universe is calling your love  under the moonlight Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
LIKE THAT,BABYMONSTER,527,I see that look upon your face Something my mind cannot erase If we keep staring Then I might have to  Might have to start to walk your way I wanna hear what you would say  You got high standards And I do too  Cause all those girls They dont Know what you need They dont But I know I know The way the way To make to make sure you never leave  If I come close baby would you like that If I give some would you give it right back If I show you that I know where its at Baby would you like that Baby would you like that  Say you want love boy I know what that means Make you feel way better than in your dreams If I show you that I know where its at Baby would you like that Baby would you like that  Yo its like that like that How you run it right back know you on the right track Queen ace blackjack I be thinking way too much I need to let it go You be running through my mind And Imma let it show  Cause aint nobody stepping up to me And saying nothing when I calling you  Be running eye to eye we never fronting yeah We zoning bet we stunting  on and on and on and To the top baby boy we be rolling  Cause all those girls They dont Know what you need They dont But I know I know The way the way To make to make sure you never leave  If I come close baby would you like that If I give some would you give it right back If I show you that I know where its at Baby would you like that Baby would you like that  Say you want love boy I know what that means Make you feel way better than in your dreams If I show you that I know where its at Baby would you like that Baby would you like that  I want you In my arms In my arms My arms Thats where you need to be  In my arms In my arms My arms Thats where you need to be  Ah ah ah ah But I know I know The way the way To make to make sure you never leave  If I come close baby would you like that If I give some would you give it right back If I show you that I know where its at Baby would you like that Baby would you like that  Say you want love boy I know what that means Make you feel way better than in your dreams If I show you that I know where its at Baby would you like that Baby would you like that  If I come close baby would you like that If I give some would you give it right back If I show you that I know where its at Baby would you like that Baby would you like that  Say you want love boy I know what that means Make you feel way better than in your dreams If I show you that I know where its at Baby would you like that Baby would you like that Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
I Need You,허각,"5,209",가만히 눈을 감고 있어도 자꾸 생각나죠 그댄 내게 마치 뜬 구름 같은걸  사랑이란 말로 아직 부족한가요  내 맘이 위험한가요 그댄 내게 전부가 됐네요  같은 길을 걷고 같은 꿈을 꾸고 나 혼자만 몰래 상상을 하고 oh  그대 곁에 잠든 마치 연인 같은 그대와 내 모습 baby I love you  I need you  수줍은 나의 고백 오랫동안 몰래 숨겨왔던 노래  I need you  참 순진했던 고백 너도 좋다면  가까이 다가와 I need you  울리지도 않는 전화기를 자꾸 보게되죠 그댄 내게 기분 좋은 기대 같은걸  하루만 더 기다리면 답이 올까요 차라리 고백할까요 한걸음만 더 다가와줘요  같은 길을 걷고 같은 꿈을 꾸고 나 혼자만 몰래 상상을 하고 oh  그대 곁에 잠든 마치 연인 같은 그대와 내 모습 baby I love you  I need you  수줍은 나의 고백 오랫동안 몰래 숨겨왔던 노래  I need you  참 순진했던 고백 너도 좋다면  가까이 다가와 I need you  oh I need you only you 그댄 나의 전부 인걸요  Im missing you Im in love with you 오늘도 내일도   I need you  수줍은 나의 고백 오랫동안 몰래 숨겨왔던 노래  I need you  참 순진했던 고백 너도 좋다면  가까이 다가와 I need you  I need you  수줍은 나의 고백 오랫동안 몰래 숨겨왔던 노래  I need you  참 순진했던 고백 너도 좋다면  가까이 다가와 I need you bbbgold 님이 등록해 주신 가사입니다 가사 오류 제보
우주를 건너,백예린,"18,018",혼자서 널 기다릴 때면 나 혼자 다른 행성에 있는 듯 해 여기서 네가 있는 곳까지 얼마나 오래 걸릴지 난 궁금해 상상이 안돼  내게 좀 더 빨리 와줘 그대가 없는 이곳은 내게는 너무 캄캄해 나 여기서 두 팔 벌려 그대를 안아줄 준비가 돼있어  너와 나 사이의 우주를 건너 내게로 would you like to come over to me 너와 나 사이의 우주를 건너 내게로 날아 와줘 더 이상 기다리게 하지마   Im waiting for you now eh eh  Baby I need you now eh eh  Im waiting for you now eh eh  Baby I need you now   저 멀리 널 보고 있으면 너와 나는 다른 생각을 하는 듯 해 여기서 언제까지 난 기다리고 있어야 하는지  궁금해 답답하기만 해  내게 지금 빨리 와줘 그대가 없는 이곳은 내게는 너무 막막해 꼭 잡은 손 그대를 놓치지 않을 준비가 돼있어  너와 나 사이의 우주를 건너 내게로 would you like to come over to me 너와 나 사이의 우주를 건너 내게로 날아 와줘 더 이상 기다리게 하지마   Im waiting for you now eh eh  Baby I need you now eh eh  Im waiting for you now eh eh  Baby I need you now   멀리 있는 것만 같아도 손 내밀면 잡힐 듯한 그대 그림자 그댈 꼭 안고 내 마음 느낄 수 있도록  놓지 않을래 Im waiting for you now  너와 나 사이의 우주를 건너 내게로 would you like to come over to me 너와 나 사이의 거리 그 사이의 우주 가득히 너로 채울게 나에게 다가와  Im waiting for you now eh eh  Baby I need you now eh eh  Im waiting for you now eh eh  Baby I need you now  Baby I need you now  Baby I need you now Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
instagram,DEAN(딘),"19,542",내일이 올 걸 아는데 난 핸드폰을 놓지 못해 잠은 올 생각이 없대 yeah 다시 인스타그램 인스타그램 하네 잘 난 사람 많고 많지 누군 어디를 놀러 갔다지 좋아요는 안 눌렀어 나만 이런 것 같아서 저기 인스타그램 인스타그램 속엔 문제야 문제 온 세상 속에 똑같은 사랑 노래가 와 닿지 못해 나의 밤 속엔 생각이 너무 많네 복잡해 틈 만나면 바뀌는 게 관둘래 이놈의 정보화 시대 단단히 잘못됐어 요즘은 아는 게 더 괴로운 것 같은데 가면 갈수록 너무 어려워 나만 이런 건지 클럽 말고 뭐 영화 말고 뭐 없나 하다 결국 동네 내 맘에는 구멍이 있어 그건 뭘로도 못 채우는 것 yeah 난 지금 가라앉는 중 인걸 네모난 바닷속에서 문제야 문제 온 세상 속에 똑같은 사랑 노래가 와 닿지 못해 나의 밤 속엔 생각이 너무 많네 뚜루루뚜 뚜루루뚜 뚜루루뚜 뚜루루뚜 All night 그렇게 시간 낭비를 하네 저 인스타그램 속에서 Lonely lonely so lonely 원래 이리도 힘든가요 No way no way 이 피드 속엔 나완 다른 세상뿐인데 부질없이 올려놓은 사진 뒤에 가려진 내 마음을 아는 이 없네 난 또 헤매이네 저 인스타그램 속에서 그래 너는 요즘 어때 잠 못 자는 건 여전해 자른 단발이 참 예쁘던데 좋아요는 안 눌렀어 조금 웃긴 것 같아서 뚜루루뚜 뚜루루뚜 뚜루루뚜 뚜루루뚜 All night 그렇게 시간 낭비를 하네 네 인스타그램 속에서 Bugs 님이 등록해 주신 가사입니다 가사 오류 제보
